"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"428",428,26,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",2,"Healthcare Representative","Single",22670,1,19,3,7,2,7,0,7,20,"regular","normal",7.64373443983402,2,3,3,1,3
"429",429,41,"No","Travel_Rarely","Research & Development",1,4,"Medical","Male",1,"Research Scientist","Single",195170,2,13,0,20,5,18,2,17,28,"regular","severe_workload",10.713347639485,3,3,4,1,3
"430",430,36,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences","Female",2,"Healthcare Representative","Single",24360,4,13,0,16,3,11,3,9,23,"irregular","normal",7.09655462184874,1,3,3,3,3
"431",431,19,"Yes","Travel_Rarely","Research & Development",15,3,"Life Sciences","Male",2,"Research Scientist","Single",160640,1,15,1,1,3,1,0,0,20,"regular","severe_workload",10.614979253112,3,3,4,2,4
"432",432,20,"Yes","Travel_Rarely","Research & Development",29,3,"Life Sciences","Female",3,"Laboratory Technician","Single",27070,1,11,0,1,2,1,0,0,19,"chronic_irregular","normal",6.08376033057851,3,3,1,1,3
"433",433,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",4,"Research Director","Married",190680,0,12,0,10,1,9,8,5,30,"regular","normal",8.32952380952381,3,3,4,4,1
"434",434,40,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",1,"Research Scientist","Divorced",39310,8,19,0,3,2,1,0,0,16,"regular","normal",8.14065306122449,2,3,4,2,3
"435",435,32,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences","Male",4,"Laboratory Technician","Married",37300,1,25,1,8,4,8,6,3,26,"regular","normal",7.89344680851064,3,4,3,1,4
"436",436,36,"Yes","Travel_Rarely","Research & Development",10,3,"Medical","Male",3,"Sales Executive","Married",22320,1,12,1,16,2,16,3,7,24,"regular","severe_workload",9.80573839662447,3,3,3,4,3
"437",437,33,"No","Travel_Rarely","Research & Development",1,4,"Medical","Female",4,"Manufacturing Director","Single",44650,0,13,0,6,3,5,1,4,17,"chronic_irregular","normal",6.01733606557377,3,3,2,4,3
"438",438,37,"Yes","Travel_Rarely","Sales",10,4,"Marketing","Female",3,"Human Resources","Married",30720,5,14,0,17,3,14,11,7,35,"chronic_irregular","normal",6.27486725663717,2,3,1,3,1
"439",439,45,"No","Non-Travel","Research & Development",8,1,"Life Sciences","Male",2,"Sales Executive","Married",33190,1,12,1,9,3,9,0,8,24,"chronic_irregular","normal",6.30881856540084,3,3,3,2,2
"440",440,29,"No","Travel_Frequently","Research & Development",29,1,"Life Sciences","Male",1,"Sales Representative","Married",192020,1,12,0,3,5,3,0,2,32,"regular","normal",7.62013100436681,3,3,3,4,3
"441",441,35,"No","Travel_Rarely","Human Resources",1,3,"Human Resources","Male",3,"Laboratory Technician","Married",136750,1,15,3,5,5,5,1,0,24,"chronic_irregular","normal",6.37050632911392,2,3,3,3,3
"442",442,52,"No","Travel_Rarely","Research & Development",5,4,"Other","Male",1,"Laboratory Technician","Married",29110,2,17,2,26,3,9,7,8,23,"irregular","normal",6.98995798319328,3,3,4,4,2
"443",443,58,"Yes","Travel_Rarely","Sales",9,2,"Medical","Female",4,"Sales Executive","Single",59570,4,14,1,7,2,1,0,0,31,"regular","normal",7.47630434782609,1,3,4,3,3
"444",444,53,"No","Travel_Rarely","Research & Development",9,3,"Technical Degree","Male",1,"Manager","Divorced",39200,6,16,1,22,3,17,15,2,19,"chronic_irregular","normal",6.52330578512397,3,3,3,3,4
"445",445,30,"No","Travel_Rarely","Sales",3,4,"Marketing","Male",1,"Sales Executive","Divorced",64340,5,14,1,10,3,8,7,7,32,"regular","normal",8.00305676855895,2,3,3,3,4
"446",446,38,"No","Non-Travel","Sales",4,3,"Life Sciences","Male",2,"Research Director","Single",100480,1,23,1,6,2,5,1,3,33,"regular","normal",8.10026315789474,3,4,3,4,3
"447",447,35,"No","Travel_Rarely","Sales",1,2,"Life Sciences","Female",2,"Healthcare Representative","Divorced",109380,6,14,2,12,2,10,0,8,24,"regular","normal",7.31894514767933,1,3,4,4,3
"448",448,39,"No","Travel_Rarely","Sales",1,1,"Marketing","Male",2,"Research Scientist","Single",23400,0,11,1,9,2,8,0,7,31,"chronic_irregular","normal",6.51004347826087,2,3,1,3,3
"449",449,40,"Yes","Non-Travel","Research & Development",2,4,"Life Sciences","Male",1,"Human Resources","Single",65450,4,15,0,22,2,1,0,0,24,"regular","severe_workload",9.47295358649789,3,3,2,2,2
"450",450,47,"No","Travel_Frequently","Research & Development",7,4,"Life Sciences","Male",3,"Sales Executive","Divorced",69310,1,11,0,20,3,19,2,7,26,"regular","severe_workload",10.0916170212766,3,3,3,3,4
"451",451,36,"No","Non-Travel","Sales",28,1,"Life Sciences","Male",2,"Research Scientist","Divorced",48980,4,13,1,12,3,7,0,7,19,"chronic_irregular","normal",6.80561983471074,3,3,1,4,3
"452",452,31,"Yes","Non-Travel","Research & Development",28,4,"Medical","Male",2,"Research Scientist","Single",25930,0,21,0,4,2,3,1,2,23,"regular","normal",8.18768907563025,3,4,3,1,3
"453",453,33,"No","Non-Travel","Sales",15,3,"Other","Male",4,"Research Director","Single",194360,1,19,2,10,4,10,6,0,29,"regular","normal",7.93409482758621,3,3,4,3,3
"454",454,29,"Yes","Travel_Rarely","Human Resources",3,5,"Life Sciences","Male",1,"Sales Executive","Single",27230,6,11,1,3,2,0,0,0,25,"regular","severe_workload",10.2811016949153,2,3,4,1,3
"455",455,33,"No","Travel_Rarely","Research & Development",2,2,"Technical Degree","Male",2,"Laboratory Technician","Single",34790,3,12,0,5,3,3,0,2,17,"regular","normal",7.51577868852459,3,3,2,4,3
"456",456,45,"No","Travel_Rarely","Research & Development",26,1,"Medical","Female",3,"Healthcare Representative","Divorced",27940,3,19,1,8,2,5,0,2,20,"irregular","normal",7.010622406639,3,3,4,4,3
"457",457,50,"No","Travel_Rarely","Sales",10,1,"Life Sciences","Female",1,"Manufacturing Director","Divorced",52490,9,21,2,32,2,5,1,3,31,"regular","normal",7.38760869565217,2,4,4,4,2
"458",458,33,"No","Travel_Frequently","Sales",1,3,"Marketing","Male",2,"Human Resources","Married",21760,1,14,1,6,2,6,1,2,20,"regular","heavily_worked",8.98178423236515,2,3,3,2,3
"459",459,41,"No","Travel_Frequently","Sales",11,3,"Other","Male",1,"Laboratory Technician","Divorced",168720,2,15,1,21,2,18,0,11,30,"regular","normal",7.90619047619048,3,3,1,3,4
"460",460,27,"No","Travel_Rarely","Research & Development",20,4,"Other","Male",2,"Manufacturing Director","Married",34850,9,17,2,4,2,2,2,2,28,"irregular","normal",7.07854077253219,3,3,3,2,3
"461",461,45,"No","Non-Travel","Sales",2,3,"Medical","Female",1,"Sales Executive","Married",66440,1,12,0,9,3,9,0,8,19,"regular","normal",8.70305785123967,4,3,4,1,3
"462",462,47,"No","Travel_Rarely","Sales",18,4,"Medical","Female",2,"Research Scientist","Single",55820,1,16,0,9,3,9,0,7,19,"regular","normal",7.97219008264463,3,3,4,4,3
"463",463,30,"Yes","Travel_Rarely","Sales",2,3,"Life Sciences","Male",2,"Healthcare Representative","Married",40000,4,12,0,7,5,5,0,1,26,"regular","severe_workload",10.5050212765957,2,3,1,3,3
"464",464,50,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Female",2,"Sales Executive","Married",134960,3,18,1,22,3,12,1,5,18,"regular","severe_workload",9.48041152263374,3,3,4,3,3
"465",465,38,"No","Travel_Frequently","Research & Development",13,3,"Technical Degree","Male",1,"Manufacturing Director","Married",32100,0,17,2,3,5,2,0,2,17,"regular","normal",7.70508196721311,2,3,3,3,2
"466",466,46,"No","Travel_Rarely","Research & Development",28,3,"Medical","Female",3,"Human Resources","Divorced",190450,6,11,3,13,2,8,0,7,19,"irregular","normal",6.88719008264463,3,3,4,3,3
"467",467,24,"No","Travel_Rarely","Sales",28,3,"Life Sciences","Female",1,"Healthcare Representative","Divorced",118490,1,16,1,5,3,4,3,2,17,"chronic_irregular","normal",6.59315573770492,3,3,4,3,3
"468",468,35,"Yes","Travel_Rarely","Sales",24,3,"Medical","Male",3,"Healthcare Representative","Divorced",20700,1,13,3,5,1,4,0,2,29,"regular","severe_workload",9.32103448275862,2,3,3,2,1
"469",469,31,"No","Travel_Frequently","Research & Development",5,2,"Technical Degree","Male",2,"Sales Executive","Married",65020,1,12,0,4,3,4,0,3,19,"chronic_irregular","normal",6.30148760330578,3,3,3,1,3
"470",470,18,"No","Non-Travel","Sales",5,4,"Other","Male",2,"Manager","Single",32300,1,12,1,0,3,0,0,0,26,"chronic_irregular","normal",6.31285106382979,3,3,2,4,3
"471",471,54,"No","Travel_Rarely","Sales",23,3,"Medical","Female",1,"Laboratory Technician","Married",136030,8,13,1,22,2,10,0,8,31,"chronic_irregular","normal",6.60052173913043,3,3,3,3,3
"472",472,35,"No","Travel_Rarely","Research & Development",6,4,"Medical","Female",1,"Manufacturing Director","Divorced",119960,1,19,2,16,3,16,10,1,21,"regular","severe_workload",9.58970833333333,3,3,3,3,2
"473",473,30,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences","Female",5,"Healthcare Representative","Married",56050,0,12,1,9,0,8,1,7,28,"regular","severe_workload",10.1178969957082,2,3,2,1,2
"474",474,20,"Yes","Travel_Rarely","Research & Development",2,2,"Life Sciences","Female",2,"Research Scientist","Single",63970,1,17,1,1,3,1,0,0,20,"regular","normal",8.31473029045643,3,3,4,1,3
"475",475,30,"Yes","Travel_Frequently","Research & Development",8,4,"Medical","Male",1,"Sales Executive","Single",191440,0,11,0,4,3,3,1,2,33,"regular","normal",7.60548245614035,3,3,2,2,3
"476",476,26,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Research Scientist","Married",175840,1,20,0,8,2,8,1,3,31,"regular","normal",7.92852173913044,3,4,4,4,3
"477",477,22,"No","Travel_Rarely","Research & Development",8,3,"Other","Male",2,"Sales Representative","Married",49070,NA,21,1,4,2,4,1,1,33,"regular","normal",7.33298245614035,3,4,2,1,2
"478",478,48,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",2,"Sales Executive","Single",45540,2,11,2,19,3,2,2,2,18,"regular","normal",7.98069958847737,3,3,1,3,3
"479",479,48,"No","Travel_Rarely","Sales",3,3,"Medical","Male",1,"Research Director","Single",54150,7,11,1,27,1,15,4,8,30,"chronic_irregular","normal",6.5425974025974,3,3,3,3,3
"480",480,41,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",2,"Research Scientist","Single",47410,6,16,0,8,3,2,2,1,23,"chronic_irregular","normal",6.89424369747899,3,3,4,3,3
"481",481,39,"No","Travel_Rarely","Sales",2,3,"Life Sciences","Male",3,"Human Resources","Married",21150,1,18,0,21,3,21,11,8,24,"irregular","normal",7.09962025316456,4,3,4,4,3
"482",482,27,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences","Male",2,"Human Resources","Married",31610,0,13,2,4,0,3,2,2,18,"regular","normal",7.29493827160494,3,3,1,4,3
"483",483,35,"No","Travel_Rarely","Sales",24,3,"Medical","Male",5,"Sales Executive","Divorced",57450,1,17,3,3,4,3,1,2,23,"irregular","normal",6.93373949579832,3,3,2,4,2
"484",484,42,"No","Travel_Rarely","Research & Development",23,4,"Other","Male",1,"Research Scientist","Married",23730,6,14,1,21,3,1,0,0,33,"regular","normal",8.02973684210526,4,3,4,3,NA
"485",485,50,"No","Travel_Rarely","Sales",27,3,"Medical","Male",2,"Sales Executive","Married",33100,4,22,1,8,3,1,0,0,25,"chronic_irregular","normal",6.19156779661017,4,4,1,4,3
"486",486,59,"No","Travel_Rarely","Research & Development",16,4,"Medical","Female",5,"Laboratory Technician","Single",186650,3,12,0,30,3,5,4,3,16,"regular","severe_workload",10.1057959183673,2,3,3,4,3
"487",487,37,"Yes","Travel_Rarely","Sales",15,3,"Marketing","Male",2,"Laboratory Technician","Married",44850,5,11,1,15,2,1,0,0,27,"chronic_irregular","normal",6.59042735042735,4,3,1,2,1
"488",488,55,"No","Travel_Frequently","Research & Development",26,2,"Life Sciences","Female",2,"Sales Executive","Married",27890,3,13,1,17,2,8,6,7,25,"regular","normal",8.62622881355932,2,3,3,2,3
"489",489,41,"No","Non-Travel","Research & Development",19,1,"Life Sciences","Male",2,"Research Scientist","Divorced",58280,1,13,0,21,0,21,5,10,34,"chronic_irregular","normal",6.2736563876652,3,3,2,3,3
"490",490,38,"No","Travel_Rarely","Research & Development",24,2,"Other","Female",1,"Laboratory Technician","Single",23260,8,14,0,19,3,1,0,0,33,"regular","normal",8.38149122807017,4,3,NA,4,3
"491",491,26,"Yes","Non-Travel","Research & Development",21,1,"Life Sciences","Female",1,"Manufacturing Director","Single",135250,8,17,1,7,4,2,2,2,28,"regular","normal",7.65995708154506,2,3,2,1,3
"492",492,52,"Yes","Travel_Rarely","Research & Development",5,4,"Medical","Female",4,"Human Resources","Married",14200,1,13,1,33,2,32,6,9,25,"chronic_irregular","normal",6.015,4,3,1,4,3
"493",493,44,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Female",1,"Healthcare Representative","Married",80200,3,11,1,23,2,12,11,11,17,"regular","severe_workload",10.8978278688525,3,3,4,4,3
"494",494,50,"No","Non-Travel","Human Resources",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",36880,0,11,0,19,3,18,0,13,33,"chronic_irregular","normal",6.44385964912281,2,3,4,3,3
"495",495,36,"Yes","Travel_Rarely","Sales",2,4,"Technical Degree","Male",4,"Sales Executive","Single",54820,1,18,0,18,3,17,15,14,20,"regular","normal",7.82792531120332,3,3,3,1,3
"496",496,39,"No","Travel_Frequently","Sales",11,3,"Marketing","Male",1,"Sales Executive","Single",160150,1,11,0,21,3,21,2,8,21,"regular","severe_workload",10.8199583333333,4,3,4,1,3
"497",497,33,"No","Non-Travel","Sales",9,2,"Technical Degree","Male",5,"Sales Representative","Single",12000,0,11,1,3,3,2,2,2,26,"regular","normal",7.62672340425532,3,3,2,4,2
"498",498,45,"No","Travel_Rarely","Research & Development",7,2,"Other","Male",1,"Human Resources","Married",56610,3,12,0,26,2,9,1,1,18,"regular","normal",7.39946502057613,2,3,4,4,4
"499",499,32,"No","Non-Travel","Research & Development",15,3,"Medical","Male",2,"Manager","Single",69290,9,20,0,10,6,8,7,7,23,"irregular","normal",7.19810924369748,1,4,4,3,3
"500",500,34,"No","Travel_Rarely","Sales",6,4,"Marketing","Male",2,"Research Director","Divorced",96130,0,12,1,16,5,15,0,9,18,"irregular","normal",7.06444444444444,2,3,2,4,2
"501",501,59,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Male",2,"Research Scientist","Married",56740,3,12,0,14,6,6,0,4,20,"regular","normal",8.10601659751037,3,3,2,4,1
"502",502,45,"No","Travel_Rarely","Research & Development",16,1,"Medical","Male",2,"Sales Executive","Single",54840,1,20,3,6,6,6,0,4,17,"chronic_irregular","normal",6.67139344262295,3,4,2,2,3
"503",503,53,"No","Travel_Frequently","Sales",8,2,"Medical","Male",2,"Research Scientist","Married",120610,2,20,1,30,2,15,6,12,19,"regular","normal",7.77979338842975,4,4,3,2,3
"504",504,36,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences","Female",1,"Research Scientist","Divorced",56600,7,12,0,9,3,1,0,0,27,"chronic_irregular","normal",6.0824358974359,3,3,1,3,2
"505",505,26,"Yes","Travel_Frequently","Sales",2,3,"Life Sciences","Male",2,"Research Scientist","Married",48210,6,14,2,6,2,3,1,2,30,"regular","normal",8.2091341991342,3,3,1,1,3
"506",506,34,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Sales Representative","Married",64100,1,13,1,1,5,1,0,0,17,"regular","severe_workload",9.21827868852459,2,3,3,3,3
"507",507,28,"No","Travel_Rarely","Research & Development",10,3,"Other","Male",2,"Sales Representative","Married",52100,1,15,0,1,1,1,0,0,19,"regular","normal",7.76842975206612,4,3,4,2,3
"508",508,38,"No","Travel_Frequently","Sales",9,4,"Medical","Male",2,"Research Scientist","Married",26950,3,14,1,8,4,2,2,2,23,"regular","normal",7.59004201680672,1,3,3,3,3
"509",509,50,"No","Travel_Rarely","Research & Development",5,4,"Life Sciences","Male",1,"Sales Executive","Married",118780,2,13,1,29,2,8,7,7,27,"regular","severe_workload",9.59495726495726,3,3,2,3,2
"510",510,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",1,"Laboratory Technician","Single",170680,3,23,0,8,6,4,0,1,31,"regular","normal",7.2635652173913,3,4,4,2,2
"511",511,40,"No","Travel_Rarely","Human Resources",2,3,"Medical","Male",5,"Sales Executive","Married",24550,1,15,1,8,2,7,7,5,35,"chronic_irregular","normal",6.11747787610619,3,3,3,1,2
"512",512,26,"No","Travel_Frequently","Research & Development",3,3,"Medical","Male",2,"Laboratory Technician","Divorced",139640,1,11,2,5,1,5,1,3,16,"regular","normal",7.70865306122449,2,3,1,3,3
"513",513,46,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",3,"Research Scientist","Divorced",49410,9,13,2,23,2,2,2,2,27,"regular","normal",7.3958547008547,2,3,4,4,3
"514",514,54,"No","Travel_Rarely","Research & Development",5,3,"Medical","Female",2,"Manufacturing Director","Married",24780,6,11,0,13,0,9,7,0,24,"regular","normal",7.57181434599156,3,3,3,3,3
"515",515,56,"No","Travel_Frequently","Research & Development",1,2,"Life Sciences","Female",2,"Manufacturing Director","Married",52280,2,11,0,18,4,5,0,3,28,"irregular","normal",6.9125321888412,3,3,1,3,3
"516",516,36,"No","Travel_Rarely","Research & Development",4,2,"Life Sciences","Female",2,"Human Resources","Single",44780,0,18,1,15,3,14,7,8,29,"chronic_irregular","normal",6.60818965517241,3,3,4,4,2
"517",517,55,"No","Non-Travel","Research & Development",2,3,"Medical","Female",2,"Manager","Single",75470,7,16,0,31,2,9,6,2,34,"chronic_irregular","normal",6.10788546255507,2,3,3,1,4
"518",518,43,"No","Travel_Rarely","Sales",25,2,"Life Sciences","Male",3,"Research Scientist","Divorced",50550,5,22,0,18,2,1,0,0,20,"regular","normal",7.92526970954357,2,4,3,4,3
"519",519,20,"Yes","Travel_Frequently","Sales",8,3,"Marketing","Male",3,"Sales Executive","Single",34640,1,20,0,2,3,2,0,2,18,"regular","severe_workload",9.11189300411523,2,4,4,4,3
"520",520,21,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",1,"Manager","Single",57750,1,18,0,1,2,1,1,0,32,"chronic_irregular","normal",6.6217903930131,3,3,3,1,2
"521",521,46,"No","Travel_Rarely","Sales",12,3,"Marketing","Female",3,"Healthcare Representative","Divorced",89430,8,12,1,19,6,16,1,7,22,"regular","severe_workload",10.988870292887,3,3,4,1,3
"522",522,51,"Yes","Travel_Rarely","Sales",23,3,"Medical","Female",2,"Research Scientist","Married",192720,9,20,0,18,2,10,2,7,19,"regular","normal",8.71706611570248,3,4,1,3,4
"523",523,28,"Yes","Non-Travel","Research & Development",19,4,"Life Sciences","Female",4,"Laboratory Technician","Single",52380,1,17,1,10,4,10,1,9,28,"regular","normal",7.41974248927039,2,3,2,1,2
"524",524,26,"No","Travel_Rarely","Research & Development",5,4,"Medical","Female",2,"Sales Executive","Married",46820,1,11,1,6,3,5,1,3,30,"regular","normal",7.51770562770563,1,3,1,1,3
"525",525,30,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",1,"Sales Executive","Married",183000,0,14,0,7,6,6,0,2,18,"chronic_irregular","normal",6.25111111111111,3,3,3,1,2
"526",526,41,"No","Travel_Rarely","Sales",1,4,"Life Sciences","Female",1,"Research Director","Married",52570,1,14,0,10,2,10,0,8,24,"regular","normal",7.87856540084388,4,3,2,3,3
"527",527,38,"No","Travel_Rarely","Research & Development",5,3,"Technical Degree","Male",1,"Sales Executive","Married",63490,0,11,0,20,3,19,1,9,31,"regular","normal",7.29339130434783,3,3,3,3,2
"528",528,40,"No","Travel_Rarely","Sales",1,4,"Marketing","Male",1,"Sales Executive","Married",48690,4,12,0,14,2,11,11,1,23,"regular","normal",7.92403361344538,3,3,1,4,3
